Gene Name,UTR5 Length,UTR5 GC Count,CDS Length,CDS GC Count,UTR3 Length,UTR3 GC Count,Transcript Size
Cmya5,218,148,11031,5372,601,264,11850
Tent2,227,162,1455,611,1308,419,2990
Homer1,139,60,1065,494,1561,545,2765
Jmy,502,363,2952,1613,5322,2099,8776
Bhmt,465,248,1224,646,801,338,2490
Bhmt2,32,25,1092,594,1343,611,2467
Dmgdh,14,10,2610,1349,368,135,2992
Arsb,148,111,1605,895,2285,1046,4038
Lhfpl2,371,232,669,384,3308,1571,4348
Scamp1,553,385,1017,513,2689,1020,4259
Ap3b1,144,105,3318,1598,559,237,4021
Tbca,40,30,327,151,192,55,559
Otp,168,64,978,678,1510,805,2656
Wdr41,191,149,1383,681,1489,699,3063
Pde8b,0,0,2598,1399,0,0,2598
Zbed3,173,89,687,443,1085,517,1945
Aggf1,294,221,2136,1102,819,331,3249
Crhbp,244,133,969,512,566,227,1779
S100z,66,42,300,144,33,15,399
F2rl1,100,64,1200,633,1441,627,2741
F2r,113,79,1293,727,1930,745,3336
Iqgap2,286,221,4728,2221,833,301,5847
F2rl2,211,109,1110,531,1181,522,2502
Sv2c,231,152,2184,1131,6686,3064,9101
Gm20075,47,20,477,204,1637,618,2161
Gm17190,0,0,1074,486,0,0,1074
Poc5,388,227,1677,831,3118,1348,5183
Ankdd1b,156,98,1665,880,1393,607,3214
Polk,186,104,2559,1112,1480,542,4225
Col4a3bp,429,303,1875,824,442,179,2746
Hmgcr,149,98,2664,1312,1612,638,4425
Ankrd31,0,0,4638,1849,508,204,5146
Gcnt4,378,250,1368,636,3341,1449,5087
1700029F12Rik,97,46,444,241,587,281,1128
Fam169a,40,22,1998,922,3975,1360,6013
Gm6169,0,0,459,233,571,260,1030
Nsa2,180,106,783,352,1737,623,2700
Gfm2,103,58,2340,1169,714,330,3157
Hexb,96,57,1611,758,198,64,1905
Enc1,438,313,1770,942,2529,1153,4737
Rps18-ps6,44,32,459,250,58,17,561
Arhgef28,106,82,5103,2656,178,71,5387
Utp15,249,150,1587,731,2284,988,4120
Ankra2,331,192,939,442,485,155,1755
Gm21976,19,9,750,393,62,27,831
Btf3,217,147,615,325,259,89,1091
Foxd1,378,273,1371,1013,3315,1469,5064
Gm10320,0,0,342,202,185,56,527
Tmem174,90,48,732,405,1430,662,2252
Tmem171,106,60,969,527,86,20,1161
Fcho2,341,260,2430,1048,2351,720,5122
Tnpo1,135,91,2673,1231,5637,2087,8445
H2bl1,49,23,372,172,60,24,481
Zfp366,56,36,2241,1309,4085,1846,6382
Ptcd2,36,26,1146,521,522,282,1704
Mrps27,17,10,1248,641,584,315,1849
Map1b,53,34,7395,3766,4360,1816,11808
Cartpt,457,280,351,209,430,175,1238
Mccc2,125,81,1692,895,306,106,2123
Bdp1,232,165,7404,3373,2285,747,9921
Serf1,211,153,189,78,201,66,601
Smn1,42,28,867,428,313,158,1222
Naip2,183,85,4344,2033,296,135,4823
Naip5,124,60,4212,1954,868,361,5204
Naip6,187,92,4212,1948,2428,991,6827
Naip1,209,107,4212,1970,1043,434,5464
Gtf2h2,138,79,1191,507,327,85,1656
Ocln,179,109,1566,742,2307,849,4052
Marveld2,113,67,1668,851,1330,612,3111
Rad17,292,163,2067,901,480,167,2839
Ak6,439,310,519,227,340,152,1298
Taf9,952,365,795,343,215,69,1962
Ccdc125,89,61,1503,696,821,345,2413
Cdk7,100,60,1041,485,847,328,1988
Mrps36,91,62,309,152,301,117,701
Cenph,97,52,726,319,428,178,1251
Ccnb1,168,100,1293,619,1028,380,2489
Slc30a5,250,187,2286,1051,643,211,3179
Pik3r1,621,381,2175,1017,4317,1798,7113
Cd180,142,71,1986,879,522,270,2650
Mast4,268,196,7857,4352,2511,1081,10636
Srek1,149,110,1833,880,1952,770,3934
Erbin,107,50,4353,1792,1092,381,5552
Nln,158,115,2115,1018,1889,769,4162
Sgtb,249,173,915,440,1884,827,3048
Trappc13,264,135,1257,551,821,290,2342
Shld3,429,198,768,310,412,107,1609
Trim23,84,53,1725,756,1607,499,3416
Ppwd1,21,12,1941,840,380,104,2342
Cenpk,198,76,921,334,98,29,1217
Adamts6,238,77,3354,1525,2888,1217,6480
Cwc27,225,128,1410,636,436,172,2071
Srek1ip1,177,104,462,192,1726,664,2365
Shisal2b,180,124,477,239,653,236,1310
Rgs7bp,716,478,774,409,5587,2129,7077
Nt5el,38,20,1758,787,361,111,2157
Rnf180,199,106,1728,895,1858,712,3785
Htr1a,615,349,1266,727,2603,1126,4484
Ipo11,205,129,2928,1265,1192,503,4325
Dimt1,46,30,942,442,1063,326,2051
Kif2a,43,32,2118,914,3143,1100,5304
Zswim6,15,11,3624,2027,1817,645,5456
Ndufaf2,54,37,507,244,117,41,678
Smim15,386,218,225,103,1486,521,2097
Ercc8,56,39,1194,602,861,405,2111
Elovl7,165,110,846,368,3002,1220,4013
Depdc1b,90,63,1590,805,883,391,2563
Pde4d,180,92,2244,1155,130,50,2554
Rab3c,132,84,684,329,7628,3127,8444
Gapt,557,269,474,241,1038,411,2069
Plk2,131,84,2049,1009,620,251,2800
Actbl2,120,57,1131,571,1486,558,2737
Gpbp1,1399,595,1482,605,813,315,3694
Mier3,168,130,1656,776,3455,1255,5279
Map3k1,24,13,4482,2507,2472,925,6978
Ankrd55,108,55,1881,1017,423,143,2412
Il6st,283,181,2754,1375,5641,2561,8678
Il31ra,421,190,2151,1012,1108,573,3680
Ddx4,41,27,2109,919,612,190,2762
Slc38a9,142,79,1683,739,7085,3169,8910
Plpp1,417,290,855,401,326,136,1598
Mtrex,41,22,3123,1374,525,226,3689
Dhx29,339,210,4098,1982,245,100,4682
Ccno,96,64,1059,672,720,349,1875
Mcidas,27,17,1140,703,1210,553,2377
Cdc20b,0,0,1560,827,60,37,1620
Gpx8,35,19,630,290,377,153,1042
Gzma,30,19,783,349,65,24,878
Gzmk,0,0,792,381,236,104,1028
Esm1,184,105,555,308,1358,498,2097
BC067074,97,81,7176,3587,1001,464,8274
Snx18,169,129,1848,1151,2430,1035,4447
Hspb3,184,98,465,248,132,56,781
Arl15,144,83,615,303,2605,1062,3364
Ndufs4,202,94,528,244,968,393,1698
Fst,0,0,1032,554,81,24,1113
Mocs2,112,62,570,264,1173,433,1855
Itga2,167,92,3537,1649,3404,1364,7108
Itga1,433,257,3540,1632,6994,2806,10967
Gm49395,390,234,174,102,493,250,1057
Pelo,267,181,1158,669,175,76,1600
Isl1,267,159,1050,564,1199,427,2516
Parp8,129,65,2559,1221,277,82,2965
Emb,577,345,993,450,1353,517,2923
Hcn1,224,184,2733,1429,11184,3848,14141
Mrps30,18,14,1329,732,1972,721,3319
Fgf10,685,384,630,307,2799,1020,4114
Nnt,102,62,2508,1309,729,277,3339
Paip1,211,171,1203,505,1137,339,2551
4833420G17Rik,1286,587,1920,872,200,65,3406
Tmem267,163,113,717,355,909,342,1789
Ccl28,54,33,393,199,3293,1293,3740
Hmgcs1,119,67,1563,736,1782,691,3464
Nim1k,840,489,1311,640,1952,881,4103
Zfp131,85,63,1860,799,1164,372,3109
AF067063,187,82,492,253,206,97,885
D13Ertd608e,205,95,456,220,43,24,704
Tcstv1,652,278,516,251,112,55,1280
Gm21761,716,337,516,253,142,69,1374
B020031M17Rik,213,110,522,261,190,87,925
Gm36079,0,0,573,326,0,0,573
Gm21188,942,444,573,327,154,77,1669
Gm20767,718,336,510,250,199,85,1427
Gm21818,189,89,513,251,192,79,894
Gm21762,209,96,456,221,165,71,830
Gm21731,188,82,543,284,155,66,886
AF067061,611,257,516,253,47,24,1174
BC147527,961,469,504,245,130,63,1595
Tcstv3,167,79,510,250,102,50,779
Gm2888,5,3,804,339,949,350,1758
Gm2897,404,178,519,225,1057,400,1980
Gm10340,5,3,618,263,1132,438,1755
Gm5795,63,32,615,258,306,118,984
D830030K20Rik,204,112,657,277,834,353,1695
Gm2956,171,101,651,277,1133,444,1955
Gm10409,405,211,453,187,1075,430,1933
Gm3005,171,99,651,277,1133,444,1955
Gm10408,2,1,657,275,853,363,1512
Gm3020,405,211,453,187,1075,430,1933
Gm3043,5,3,657,275,159,74,821
Gm3002,171,99,651,274,1133,451,1955
Gm3033,0,0,438,191,0,0,438
Gm2916,350,173,384,201,968,374,1702
Gm3029,0,0,618,259,0,0,618
Gm3095,5,3,501,201,1062,408,1568
Gm3099,82,45,618,252,1365,530,2065
Gm5796,62,26,618,256,1137,441,1817
Gm3115,44,23,636,260,1117,432,1797
Gm8108,171,97,651,274,1139,443,1961
Gm3127,5,3,792,335,961,354,1758
Gm2974,238,136,618,258,1134,443,1990
Gm3138,5,3,657,272,1098,426,1760
Gm3149,5,3,774,336,980,356,1759
2610042L04Rik,207,104,453,187,1226,474,1886
Gm3159,44,22,804,345,949,346,1797
Gm3164,171,99,717,307,1057,408,1945
Gm3173,0,0,519,224,0,0,519
Gm3182,0,0,792,337,961,354,1753
Gm3047,5,3,804,346,13,5,822
Gm8159,5,3,804,346,950,350,1759
Gm3239,5,3,684,293,1062,409,1751
Gm7876,5,3,792,337,961,354,1758
Gm3252,165,95,651,269,1133,445,1949
Gm9602,80,41,618,250,1364,526,2062
Gm3269,5,3,792,338,961,350,1758
Gm3264,0,0,519,226,0,0,519
Gm3278,5,3,657,274,838,356,1500
Gm8297,4,2,804,346,951,350,1759
Gm3298,0,0,516,205,0,0,516
4930555G01Rik,82,45,618,253,1365,531,2065
Gm8281,171,97,594,245,1189,467,1954
Gm8279,7,4,792,338,961,352,1760
Gm3317,0,0,519,225,0,0,519
Gm8271,0,0,657,274,812,343,1469
Gm3526,214,82,576,255,960,364,1750
Gm3542,80,41,813,344,1170,438,2063
Gm3500,204,111,618,258,1133,444,1955
Gm3194,0,0,780,331,0,0,780
Gm8246,0,0,792,337,961,358,1753
Gm3488,0,0,519,225,0,0,519
Gm3532,0,0,584,240,812,343,1396
Gm3383,0,0,780,331,0,0,780
Gm9603,80,41,813,344,1170,438,2063
Gm3373,0,0,516,204,0,0,516
Gm3424,7,4,792,336,959,357,1758
Gm8237,0,0,447,188,0,0,447
Gm3248,303,181,561,231,1191,464,2055
Gm3453,5,3,792,333,959,352,1756
Gm8206,0,0,516,207,0,0,516
Gm6337,5,3,636,261,1117,431,1758
Gm3468,171,101,651,274,1133,446,1955
Gm3476,5,3,774,335,980,357,1759
Gm21560,82,42,618,253,1366,528,2066
Gm3411,220,109,453,189,1318,502,1991
Gm21103,5,3,804,344,952,352,1761
Gm16440,5,3,657,277,427,182,1089
Lamtor3-ps,0,0,396,161,0,0,396
Gm3594,5,3,804,344,950,346,1759
Gm8356,80,41,618,249,1364,526,2062
Gm3629,5,3,618,260,1133,447,1756
Gm3460,63,34,648,273,1098,418,1809
Gm10251,352,178,384,200,952,364,1688
Gm8050,80,42,618,253,897,382,1595
Gm3636,0,0,519,225,0,0,519
Gm8362,5,3,774,334,983,356,1762
Gm3642,5,3,804,339,953,357,1762
Gm3667,299,181,618,257,1136,448,2053
Gm6356,4,2,567,227,1186,462,1757
Gm10406,204,111,618,258,1133,446,1955
Gm3685,0,0,618,256,0,0,618
Gm3696,62,26,612,257,1140,438,1814
Gm6676,82,44,618,252,1366,531,2066
Gm3512,271,122,402,169,1188,461,1861
Gm16434,82,44,618,252,1366,531,2066
Gm3727,0,0,618,256,0,0,618
Gm3739,171,99,651,270,1189,468,2011
Gm5797,63,32,615,258,319,123,997
Gm8374,63,33,519,202,90,49,672
Gm3755,0,0,503,203,959,400,1462
Gm3752,226,97,453,192,1138,443,1817
Gm3558,303,182,618,263,1134,440,2055
Gm10338,63,33,615,257,306,116,984
Flnb,195,124,7809,4231,1096,542,9100
Gm45521,79,46,597,324,0,0,676
Dnase1l3,588,303,933,452,3226,1546,4747
Abhd6,96,66,1011,509,1119,502,2226
Rpp14,0,0,477,221,0,0,477
Pxk,104,86,1746,866,962,424,2812
Pdhb,93,54,1080,532,340,130,1513
Kctd6,1650,794,714,357,688,265,3052
Acox2,606,337,2046,1075,255,100,2907
Fam107a,482,259,435,243,2416,1152,3333
Oit1,241,136,672,340,340,180,1253
4930452B06Rik,242,175,2025,1003,414,155,2681
Fhit,235,134,453,239,293,128,981
Gm3839,513,236,1002,551,197,100,1712
Ptprg,716,473,4329,2217,4168,1516,9213
Gm49355,427,211,369,176,2328,937,3124
3830406C13Rik,116,64,384,157,1952,764,2452
Fezf2,659,376,1368,805,402,176,2429
Cadps,307,218,4086,2069,1028,383,5421
Synpr,205,128,858,435,1478,486,2541
Sntn,20,9,444,194,776,298,1240
Gm281,38,20,2583,1131,331,131,2952
Gm11100,233,114,255,126,929,376,1417
Thoc7,74,56,615,257,248,88,937
Atxn7,271,196,2604,1423,3978,1565,6853
Psmd6,101,66,1170,545,116,42,1387
Olfr720,489,216,951,447,3392,1266,4832
Olfr31,447,172,954,461,2725,1128,4126
Il3ra,539,337,1191,763,585,305,2315
Olfr721-ps1,209,105,969,438,1897,637,3075
Slc4a7,954,589,3396,1515,3782,1280,8132
Nek10,853,404,3348,1549,5366,2154,9567
Lrrc3b,572,366,780,369,303,106,1655
Oxsm,363,219,1380,681,2016,791,3759
Ngly1,87,69,1956,883,892,296,2935
Top2b,500,354,4839,1908,4996,2097,10335
Rarb,529,309,1347,691,1232,486,3108
Thrb,348,174,1428,724,4424,1838,6200
Nr1d2,301,227,1731,792,2631,932,4663
Rpl15,119,74,615,328,1188,429,1922
Nkiras1,205,132,579,280,3814,1519,4598
Ube2e1,206,140,582,279,620,210,1408
Ube2e2,200,162,606,307,717,298,1523
Gm2244,5,3,657,273,844,360,1506
Gm2237,0,0,471,199,0,0,471
Gm5458,63,33,615,257,319,119,997
Nid2,73,48,4212,2396,591,216,4876
Rtraf,95,76,735,316,732,278,1562
Gng2,362,231,216,116,3248,1328,3826
Saysd1,96,72,567,336,1652,695,2315
Kcnk5,357,226,1509,816,1526,830,3392
Kcnk16,37,24,879,512,0,0,916
Nudt13,81,38,1059,564,1354,644,2494
Ecd,334,192,1926,976,872,374,3132
Fam149b,126,100,1737,891,507,211,2370
Dnajc9,127,87,780,387,724,298,1631
Mrps16,141,104,408,217,2023,900,2572
Cfap70,61,32,3426,1670,128,54,3615
Anxa7,240,144,1392,729,1219,520,2851
Mss51,291,143,1341,639,194,64,1826
Ppp3cb,133,101,1578,681,2120,743,3831
Usp54,824,398,4767,2432,989,436,6580
Myoz1,127,83,891,488,271,133,1289
Synpo2l,159,103,2937,1771,883,418,3979
Sec24c,109,65,3291,1735,1061,526,4461
Fut11,35,24,1470,872,2658,1085,4163
Chchd1,68,45,357,186,191,66,616
Zswim8,297,238,5499,3197,277,146,6073
Ndst2,750,483,2652,1440,505,256,3907
Camk2g,123,92,1590,834,1990,991,3703
Plau,105,65,1302,663,935,403,2342
Vcl,123,87,3201,1676,1943,799,5267
Ap3m1,314,194,1257,534,5161,2108,6732
Adk,65,46,1086,520,631,219,1782
Kat6b,425,248,5292,2697,1260,465,6977
Dupd1,96,54,648,389,394,184,1138
Dusp13,32,24,747,415,0,0,779
Samd8,68,28,1248,567,5485,2236,6801
Vdac2,424,308,888,414,642,244,1954
Comtd1,105,71,789,504,1420,717,2314
Zfp503,1328,813,1959,1321,929,349,4216
Lrmda,167,116,690,356,51,22,908
Kcnma1,80,57,3720,1863,640,214,4440
Dlg5,470,378,5766,3314,1615,773,7851
E330034G19Rik,55,28,1056,514,381,141,1492
Polr3a,136,88,4173,2122,378,180,4687
Rps24,38,24,393,180,88,38,519
Zmiz1,567,369,3219,1921,3696,1853,7482
Ppif,62,42,621,365,866,425,1549
Zcchc24,183,155,726,442,3647,1728,4556
Anxa11,148,95,1512,862,734,367,2394
Plac9a,218,144,327,209,1010,486,1555
Tmem254a,288,166,372,193,1487,671,2147
Cphx1,49,24,549,252,1051,488,1649
Duxbl1,519,247,1053,517,694,314,2266
Gm9780,63,40,327,209,1004,485,1394
Tmem254c,218,127,372,193,621,297,1211
Cphx2,96,45,549,252,1065,493,1710
Cphx3,96,45,549,252,1069,493,1714
Duxbl2,509,242,1053,517,750,336,2312
Plac9b,218,144,327,209,495,264,1040
Tmem254b,288,166,372,193,787,369,1447
Duxbl3,509,242,1053,517,774,347,2336
Slmap,1183,770,2466,1104,1827,648,5476
Dennd6a,57,46,1818,845,4763,1877,6638
Arf4,346,245,543,245,1276,455,2165
Pde12,331,192,1827,1036,5567,2006,7725
Dnah12,57,19,11883,4992,69,22,12009
Asb14,60,31,1848,878,107,39,2015
Appl1,778,426,2124,894,4740,1821,7642
Hesx1,358,161,558,269,225,59,1141
Il17rd,163,118,2217,1200,5900,2830,8280
Arhgef3,64,40,1596,838,1925,846,3585
Tasor,235,175,4497,1812,2858,969,7590
Ccdc66,28,24,2808,1217,1426,448,4262
Erc2,0,0,2874,1431,0,0,2874
Wnt5a,1359,829,1143,638,4508,1807,7010
Cacna2d3,97,84,3276,1610,322,120,3695
Lrtm1,359,167,1071,556,5891,2535,7321
Selenok,210,131,285,142,1183,494,1678
Actr8,48,35,1875,951,405,193,2328
Il17rb,105,79,1500,773,456,213,2061
Chdh,262,180,1791,1062,3637,1775,5690
Cacna1d,352,152,6501,3222,2132,976,8985
Dcp1a,10,6,1809,958,3757,1731,5576
Tkt,143,94,1872,1064,1208,583,3223
Prkcd,239,180,2025,1065,513,206,2777
Rft1,53,39,1626,826,708,313,2387
Sfmbt1,372,253,2592,1255,4873,1973,7837
Stimate,141,114,867,474,2734,1429,3742
Mustn1,407,232,249,147,580,283,1236
Itih4,53,32,2829,1488,649,321,3531
Itih3,211,120,2670,1371,111,56,2992
Itih1,23,13,2724,1447,330,170,3077
Nek4,249,165,2379,1164,1617,637,4245
Spcs1,123,70,309,143,270,97,702
Glt8d1,586,403,1116,490,316,130,2018
Gnl3,211,143,1617,688,119,39,1947
Pbrm1,311,200,5115,2277,1140,357,6566
Smim4,55,37,243,119,13,2,311
Nt5dc2,104,86,1662,976,82,41,1848
Stab1,149,86,7716,4429,134,69,7999
Nisch,164,129,1551,802,1065,551,2780
Tnnc1,43,27,486,247,192,114,721
Sema3g,51,24,2343,1398,2146,1128,4540
Phf7,682,378,924,431,478,237,2084
Bap1,168,120,2187,1199,1105,581,3460
Dnah1,68,38,12753,6806,51,24,12872
Capn7,244,179,2442,1039,962,377,3648
Sh3bp5,108,83,1377,783,1199,513,2684
Mettl6,282,149,849,379,2815,1292,3946
Eaf1,870,519,807,467,3241,1423,4918
Colq,135,74,1374,803,1328,693,2837
Gm49387,0,0,423,224,1316,681,1739
Hacl1,86,43,1746,877,812,351,2644
Btd,68,44,1590,865,666,338,2324
Ankrd28,298,226,3162,1439,3252,1233,6712
Galnt15,504,266,1917,1113,3905,1773,6326
Dph3,92,64,249,113,2612,1208,2953
Oxnad1,649,379,936,465,791,335,2376
Msmb,49,26,342,155,171,63,562
Ncoa4,160,95,1878,915,2027,770,4065
Timm23,150,105,630,312,393,159,1173
Parg,297,216,2886,1334,1230,471,4413
Ogdhl,168,106,3090,1733,191,90,3449
1700024G13Rik,39,21,282,156,529,249,850
Chat,378,233,1938,1057,542,262,2858
Slc18a3,426,287,1593,975,394,215,2413
Ercc6,89,52,4446,2265,3888,1575,8423
Prrxl1,224,162,792,464,1969,903,2985
3425401B19Rik,659,346,4239,2345,649,306,5547
Tmem273,88,51,288,144,1113,545,1489
Fam170b,114,66,1137,691,443,218,1694
Vstm4,156,119,960,541,1629,741,2745
Wdfy4,215,129,9075,4943,391,197,9681
Lrrc18,356,169,789,402,1442,552,2587
Arhgap22,131,69,2109,1251,356,203,2596
Mapk8,178,115,1284,557,1125,411,2587
Frmpd2,0,0,4179,2193,1013,428,5192
Ptpn20,281,150,1281,536,1591,605,3153
Gdf10,309,212,1431,859,3470,1627,5210
Gdf2,112,67,1287,705,1589,799,2988
Rbp3,94,56,3705,2167,1496,727,5295
Zfp488,166,94,1014,569,3121,1411,4301
Gm30083,184,90,1722,842,99,37,2005
Gm5460,183,82,765,445,955,409,1903
A630023A22Rik,256,129,600,327,421,156,1277
Antxrl,196,110,1926,962,410,186,2532
Anxa8,75,40,984,502,821,411,1880
Npy4r,289,172,1128,571,2210,1015,3627
Gprin2,230,170,1368,844,8756,4364,10354
Syt15,127,91,1257,715,2239,1080,3623
Shld2,326,165,2676,1161,315,109,3317
Glud1,171,126,1677,889,1542,626,3390
Fam25c,75,36,270,162,63,33,408
Sncg,209,131,372,202,271,149,852
Mmrn2,150,79,2832,1592,992,459,3974
Bmpr1a,547,339,1599,702,3810,1420,5956
9230112D13Rik,66,26,414,196,298,85,778
Ldb3,90,55,2172,1295,2857,1198,5119
Opn4,184,105,1566,902,406,198,2156
Wapl,455,334,3603,1490,2293,807,6351
Grid1,120,103,3030,1662,2570,1087,5720
4930596D02Rik,31,18,651,321,478,214,1160
4930474N05Rik,78,39,657,317,1578,652,2313
Ccser2,275,194,2502,1120,4732,1928,7509
Rgr,37,20,876,487,3327,1547,4240
Lrit1,95,58,1875,1071,2355,934,4325
Lrit2,27,9,1650,816,1113,432,2790
Cdhr1,204,139,2580,1367,1548,695,4332
2610528A11Rik,53,32,237,124,464,230,754
Ghitm,97,56,1041,490,2050,801,3188
Nrg3,288,240,2142,1159,1581,586,4011
Sh2d4b,301,160,1296,718,0,0,1597
Tspan14,53,29,813,435,1611,800,2477
Prxl2a,93,63,690,348,784,329,1567
Dydc2,214,91,420,215,184,65,818
Dydc1,151,79,528,248,316,132,995
Mat1a,470,238,1191,632,1807,858,3468
Sftpa1,101,58,747,400,2006,799,2854
Mbl1,118,60,720,370,725,338,1563
Sftpd,28,16,1125,629,122,44,1275
Gm5798,26,14,597,230,1128,410,1751
1700049E17Rik2,26,12,597,231,1134,418,1757
Gm3676,60,27,555,239,284,93,899
Gm47189,45,21,555,238,284,92,884
1700049E17Rik1,26,12,597,231,1138,418,1761
1700024B05Rik,313,174,504,196,759,277,1576
Gm3543,60,28,555,239,284,93,899
Gm3573,60,28,555,240,283,93,898
Gm8024,338,169,303,139,767,299,1408
Gm10377,60,28,555,237,284,92,899
Gm10376,60,28,555,237,285,91,900
Gm8094,10,5,636,305,762,296,1408
Gm8104,26,12,597,235,1138,417,1761
Gm7233,26,13,597,231,1138,415,1761
Gm8126,26,12,597,230,1141,419,1764
Gm9732,0,0,332,131,1134,417,1466
Gm8127,29,15,636,305,762,295,1427
1700001F09Rik,45,21,555,239,284,91,884
Gm5799,68,30,606,231,640,222,1314
Gm10375,8,3,510,214,318,108,836
Gm7324,170,105,1167,585,310,84,1647
Gm6526,26,13,597,233,1100,403,1723
Gm8180,203,111,438,194,751,302,1392
Ear1,68,36,468,206,177,73,713
Ear10,29,16,471,204,178,75,678
Gm8113,273,132,1764,763,684,319,2721
Ang5,108,62,438,190,154,65,700
Ang6,0,0,444,196,0,0,444
Ear2,71,36,471,208,177,73,719
4930503E14Rik,68,33,534,207,685,239,1287
Gm5930,24,9,795,321,927,323,1746
BC061237,60,27,555,245,284,96,899
Gm5624,0,0,492,188,0,0,492
Gm8257,26,10,795,322,928,323,1749
Gm8267,26,10,615,238,599,211,1240
Ptgdr,122,78,1074,604,1991,798,3187
Ptger2,770,412,1089,601,1825,641,3684
Txndc16,308,182,2460,1115,1260,493,4028
Gpr137c,0,0,1272,679,2645,972,3917
Ero1l,82,66,1395,655,2941,1118,4418
Psmc6,60,42,1170,489,1004,295,2234
Styx,380,296,672,270,11922,4307,12974
Gnpnat1,228,169,555,227,2005,690,2788
Fermt2,195,157,2043,970,1055,386,3293
Ddhd1,132,98,2571,1413,2309,952,5012
Gm15217,0,0,468,246,265,99,733
Bmp4,498,288,1227,686,339,109,2064
Cdkn3,99,72,636,282,182,87,917
Cnih1,148,115,435,219,955,352,1538
Gmfb,139,93,429,188,3603,1360,4171
Cgrrf1,151,105,999,485,174,75,1324
Samd4,737,470,2136,1183,1691,809,4564
Gch1,146,101,726,416,1903,836,2775
Wdhd1,235,141,3357,1516,668,301,4260
Socs4,384,239,1311,586,5182,1820,6877
Mapk1ip1l,141,93,729,435,3672,1533,4542
Lgals3,144,101,795,453,480,227,1419
Dlgap5,300,170,2427,1193,237,97,2964
Fbxo34,14,6,2241,1227,682,310,2937
Atg14,306,176,1479,784,1944,907,3729
Ktn1,161,67,3984,1692,3800,1596,7945
Peli2,334,265,1260,718,4306,1852,5900
Tmem260,316,207,2139,1082,3878,1754,6333
Otx2,693,357,870,454,1029,403,2592
Exoc5,501,350,2127,840,10071,3642,12699
Ap5m1,296,168,1473,634,4552,1697,6321
Naa30,153,127,1095,648,3198,1098,4446
ccdc198,75,36,885,403,2484,1019,3444
Slc35f4,273,202,1458,718,200,59,1931
Armh4,107,67,2328,1137,6396,2484,8831
Olfr722,39,13,927,401,616,188,1582
Olfr723,98,29,930,385,50,19,1078
Olfr724,104,31,930,383,118,32,1152
Olfr725,431,170,966,412,122,31,1519
Olfr726,642,254,966,414,144,38,1752
Olfr727,448,174,975,411,1193,387,2616
Olfr728,207,63,936,361,5944,2188,7087
Olfr729,141,48,972,379,3170,968,4283
Olfr730,0,0,957,355,0,0,957
Olfr731,219,87,981,396,4372,1407,5572
Olfr732,83,38,927,388,2852,1016,3862
Olfr733,252,77,927,378,2490,834,3669
Olfr734,88,30,942,412,3386,1185,4416
Olfr735,0,0,1065,480,0,0,1065
Tlr11,102,50,2796,1285,309,124,3207
Olfr736,1050,405,939,419,496,168,2485
Olfr738,221,74,936,436,957,317,2114
Olfr739,213,85,930,427,2438,844,3581
Olfr740,223,81,936,440,2944,1156,4103
Olfr741,527,213,936,430,1943,671,3406
Olfr742,304,129,936,433,1004,348,2244
Olfr743,661,276,936,433,606,161,2203
Olfr744,967,358,972,457,644,229,2583
Olfr745,88,30,987,423,100,26,1175
Olfr746,42,18,945,402,0,0,987
Olfr747,440,186,942,394,34,10,1416
Olfr748,166,64,924,397,2542,1010,3632
Olfr749,340,141,942,395,48,17,1330
Ttc5,31,22,1323,728,488,197,1842
Ccnb1ip1,113,64,831,376,565,199,1509
Parp2,107,63,1680,812,107,27,1894
Tep1,172,94,7890,4254,109,40,8171
Klhl33,324,171,2382,1373,2807,1211,5513
Osgep,115,70,1008,545,2265,1050,3388
Apex1,119,71,954,493,166,72,1239
Pip4p1,74,60,855,484,1826,860,2755
Pnp,281,158,870,435,1791,759,2942
Pnp2,181,95,918,456,273,125,1372
Rnase10,38,16,738,367,853,382,1629
Rnase9,128,63,555,237,506,213,1189
Rnase11,68,28,579,285,66,31,713
Rnase12,150,68,438,203,85,47,673
Olfr750,698,294,996,520,4095,1906,5789
Rnase4,191,108,447,236,880,354,1518
Ang,492,237,438,224,164,72,1094
Eddm3b,161,81,450,207,801,354,1412
Rnase6,417,201,462,224,1573,719,2452
Rnase1,94,42,450,237,448,188,992
Rnase2b,204,115,468,209,87,44,759
Ang2,296,144,438,206,162,62,896
Ear14,304,155,462,197,182,78,948
Rnase2a,45,27,468,210,177,76,690
Gm7247,215,95,564,209,378,150,1157
Vmn2r88,0,0,2574,1006,0,0,2574
Gm5622,318,175,504,213,759,273,1581
Gm17175,101,51,540,257,762,300,1403
Gm17174,35,19,636,301,0,0,671
Gm17078,32,17,636,301,0,0,668
Gm4181,60,27,555,241,283,95,898
Gm17079,30,16,636,301,0,0,666
Gm5800,59,28,561,233,283,93,903
Ang4,97,54,435,203,177,72,709
AY358078,0,0,1398,637,63,27,1461
Ear6,299,163,468,205,126,63,893
Mettl17,104,56,1386,758,133,53,1623
Slc39a2,190,97,930,513,1214,564,2334
Ndrg2,172,121,1074,570,857,424,2103
Tppp2,141,85,513,249,88,39,742
Rnase13,93,52,462,239,857,461,1412
Arhgef40,151,117,4554,2725,916,457,5621
Zfp219,382,209,2181,1410,454,254,3017
Tmem253,111,61,615,344,508,291,1234
Olfr221,896,420,936,470,1212,503,3044
